path,size_bytes,size_human,created_at,updated_at
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-dfd917de-bf22-45fc-b0e2-c993e19f905c/1773221639806-___.png",4659769,"4.44 MB","2026-03-11T09:34:20.636299+00:00","2026-03-11T09:34:20.636299+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-dfd917de-bf22-45fc-b0e2-c993e19f905c/1773221671165-Timac_Agro_____5.5_.pdf",519608,"507.4 KB","2026-03-11T09:34:32.479228+00:00","2026-03-11T09:34:32.479228+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-e7249bc8-6dc2-465a-8afe-f68a47d01746/1775037517053-____S-L_80_____.cdr",513120,"501.1 KB","2026-04-01T09:58:38.208487+00:00","2026-04-01T09:58:38.208487+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-e7249bc8-6dc2-465a-8afe-f68a47d01746/1775037518096-____S-L_80_____.cdr",536973,"524.4 KB","2026-04-01T09:58:38.77182+00:00","2026-04-01T09:58:38.77182+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-e7249bc8-6dc2-465a-8afe-f68a47d01746/1775037518735-____XL-3XL_110_____.cdr",514562,"502.5 KB","2026-04-01T09:58:39.441333+00:00","2026-04-01T09:58:39.441333+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-e7249bc8-6dc2-465a-8afe-f68a47d01746/1775037519410-____XL-3XL_110_____.cdr",537040,"524.5 KB","2026-04-01T09:58:40.117642+00:00","2026-04-01T09:58:40.117642+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-e7249bc8-6dc2-465a-8afe-f68a47d01746/1775045226881-VITAGRO_35_18___.cdr",13103,"12.8 KB","2026-04-01T12:07:07.751667+00:00","2026-04-01T12:07:07.751667+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-f713facc-7bad-49c1-96ae-602f12e994e8/1774605315985-Timac-agro___100___-DTF_.ai",1428860,"1.36 MB","2026-03-27T09:55:34.452661+00:00","2026-03-27T09:55:34.452661+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-fa0e950c-df6a-468b-a9a6-310ad4addf1d/1773386722941-_TOSHO.CRM_2025.xlsx",293622,"286.7 KB","2026-03-13T07:25:23.661171+00:00","2026-03-13T07:25:23.661171+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-fe3425f4-cbb3-4cd8-b251-f1e36a174d34/1772724925503-_____.ai",1432653,"1.37 MB","2026-03-05T15:35:26.362021+00:00","2026-03-05T15:35:26.362021+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-fe3425f4-cbb3-4cd8-b251-f1e36a174d34/1772724927479-_____.svg",7099,"6.9 KB","2026-03-05T15:35:27.480201+00:00","2026-03-05T15:35:27.480201+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-feb4157a-c523-4530-bb3d-3b7c98d38c32/1773324613082-___4____.pdf",1423430,"1.36 MB","2026-03-12T14:10:21.333674+00:00","2026-03-12T14:10:21.333674+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-ffbfc3d8-afa7-45a5-8f0f-c5435f1a9403/1774873175644-_.ai",1426918,"1.36 MB","2026-03-30T12:19:34.779784+00:00","2026-03-30T12:19:34.779784+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/design-outputs/standalone-ffbfc3d8-afa7-45a5-8f0f-c5435f1a9403/1774873296982-_.ai",1426918,"1.36 MB","2026-03-30T12:21:36.14421+00:00","2026-03-30T12:21:36.14421+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/104c6f90-7520-4cb9-b311-342714d21a2d/1772184422764-_1_.pdf",2663996,"2.54 MB","2026-02-27T09:27:04.708486+00:00","2026-02-27T09:27:04.708486+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/104c6f90-7520-4cb9-b311-342714d21a2d/1772184424873-_2_.pdf",2663564,"2.54 MB","2026-02-27T09:27:07.454913+00:00","2026-02-27T09:27:07.454913+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/1bbf6f91-c2bf-4cb0-bef5-91da5ba0c7d8/1772113804847-_.rar",10364906,"9.88 MB","2026-02-26T13:50:07.086903+00:00","2026-02-26T13:50:07.086903+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/1f3a26a2-d3cd-4b7b-baa1-ab74d39eccdb/1770243977338-checkmark.svg",558,"558 B","2026-02-04T22:26:17.578179+00:00","2026-02-04T22:26:17.578179+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/215bdaa0-1874-4dd3-87df-378ec2876ae3/1770670545492-checkmark.svg",558,"558 B","2026-02-09T20:55:45.999698+00:00","2026-02-09T20:55:45.999698+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/296d96dd-d394-4ef3-920b-6f4b92187475/1771923350887-_4_1.jpg",4799319,"4.58 MB","2026-02-24T08:56:31.494361+00:00","2026-02-24T08:56:31.494361+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/2b81b50d-1113-4775-ac33-5dd7f526768e/1773829249102-Artboard_1_copy_42_3_.jpg",715351,"698.6 KB","2026-03-18T10:20:49.493169+00:00","2026-03-18T10:20:49.493169+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/3d32d177-80be-491f-a61f-fef9a1b93fce/1772184426220-_1_.pdf",2663996,"2.54 MB","2026-02-27T09:27:08.696719+00:00","2026-02-27T09:27:08.696719+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/3d32d177-80be-491f-a61f-fef9a1b93fce/1772184428900-_2_.pdf",2663564,"2.54 MB","2026-02-27T09:27:10.16351+00:00","2026-02-27T09:27:10.16351+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/4e404bdf-cdc9-47b9-b045-630c49985696/1772024806018-0-02-05-a6fdbde0886560ca76bc59c482dce8534ba4bb53c91013f2062cf790002f5e44_1c6dc7e0c8daa2.jpg",119004,"116.2 KB","2026-02-25T13:06:46.402332+00:00","2026-02-25T13:06:46.402332+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/4e404bdf-cdc9-47b9-b045-630c49985696/1772024806550-0-02-05-15cc765cf95ca40478a885ddef42fce4765136fdffb852a8e812a7729fbf55ec_1c6dc7e0c8f149.png",14972,"14.6 KB","2026-02-25T13:06:46.807189+00:00","2026-02-25T13:06:46.807189+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/546e5599-c9b8-45da-9c29-ad8c299e0401/1772024967259-0-02-05-96e87506f0d56d54ec339438ab8718282aa66ff85c5c8d7e49947f7533d6f198_1c6dc7e0c8a948.png",21123,"20.6 KB","2026-02-25T13:09:27.659812+00:00","2026-02-25T13:09:27.659812+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/546e5599-c9b8-45da-9c29-ad8c299e0401/1772024967763-0-02-05-15cc765cf95ca40478a885ddef42fce4765136fdffb852a8e812a7729fbf55ec_1c6dc7e0c8f149.png",14972,"14.6 KB","2026-02-25T13:09:28.054742+00:00","2026-02-25T13:09:28.054742+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/55aaf015-0121-48fd-99d7-326c56e5553c/1772184425453-_1_.pdf",2663996,"2.54 MB","2026-02-27T09:27:07.217345+00:00","2026-02-27T09:27:07.217345+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/55aaf015-0121-48fd-99d7-326c56e5553c/1772184427337-_2_.pdf",2663564,"2.54 MB","2026-02-27T09:27:09.312194+00:00","2026-02-27T09:27:09.312194+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/58f0bed5-a3a7-4c09-b67b-66d02c87877c/1769808550173-_TOSHO.CRM_2025.xlsx",293622,"286.7 KB","2026-01-30T21:29:10.792858+00:00","2026-01-30T21:29:10.792858+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/58f0bed5-a3a7-4c09-b67b-66d02c87877c/1769808551114-catalog_2026-01-23.csv",647,"647 B","2026-01-30T21:29:11.324857+00:00","2026-01-30T21:29:11.324857+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/5dedb30a-f5af-4d9d-aa15-9f8af3bb19bc/1772188673350-_2.png",1497307,"1.43 MB","2026-02-27T10:37:54.31066+00:00","2026-02-27T10:37:54.31066+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/66c5629a-e4db-43de-a6de-a018639cc890/1771923351921-_4_1.jpg",4799319,"4.58 MB","2026-02-24T08:56:33.097998+00:00","2026-02-24T08:56:33.097998+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/6d1dfa48-a51c-4614-95d9-a5c524f9128f/1769534534855-_TOSHO.CRM_2025_-_.pdf",78044,"76.2 KB","2026-01-27T17:22:15.388822+00:00","2026-01-27T17:22:15.388822+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/82856c97-b145-4aee-9b30-4d5a421f8b35/1770244669634-checkmark.svg",558,"558 B","2026-02-04T22:37:49.873523+00:00","2026-02-04T22:37:49.873523+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/89b41949-1a70-420a-ae20-46d3e20c1f49/1773819307749-photo_2026-03-18_09-34-42.jpg",331343,"323.6 KB","2026-03-18T07:35:08.219649+00:00","2026-03-18T07:35:08.219649+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/89b41949-1a70-420a-ae20-46d3e20c1f49/1773819308511-photo_2026-03-18_09-34-40.jpg",318749,"311.3 KB","2026-03-18T07:35:08.765867+00:00","2026-03-18T07:35:08.765867+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/89b41949-1a70-420a-ae20-46d3e20c1f49/1773819309010-photo_2026-03-18_09-34-39.jpg",371033,"362.3 KB","2026-03-18T07:35:09.371307+00:00","2026-03-18T07:35:09.371307+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/89b41949-1a70-420a-ae20-46d3e20c1f49/1773819309524-photo_2026-03-18_09-34-37.jpg",253471,"247.5 KB","2026-03-18T07:35:10.028597+00:00","2026-03-18T07:35:10.028597+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/89b41949-1a70-420a-ae20-46d3e20c1f49/1773819310291-photo_2026-03-18_09-34-36.jpg",283559,"276.9 KB","2026-03-18T07:35:10.589748+00:00","2026-03-18T07:35:10.589748+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/8fa5e067-72a8-435d-9bab-2d3a79404e66/1771939404924-logo_guide.pdf",379880,"371.0 KB","2026-02-24T13:23:25.392786+00:00","2026-02-24T13:23:25.392786+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/93e089a2-7e43-41dc-902f-5574272f0c27/1769816260036-catalog_2026-01-23.csv",647,"647 B","2026-01-30T23:37:40.411293+00:00","2026-01-30T23:37:40.411293+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/a75ba17f-7876-40c7-9924-89fbb1361678/1771263311484-__2019.jpg",7711,"7.5 KB","2026-02-16T17:34:53.503974+00:00","2026-02-16T17:34:53.503974+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/afa6c020-8f35-4b89-ab72-667cf1d5e0ff/1770235742539-Supabase_Snippet_Sports_Club_Match_Management_Schema_6_.csv",520,"520 B","2026-02-04T20:09:02.956044+00:00","2026-02-04T20:09:02.956044+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/b6984af0-da8a-48fe-abf3-600f16680c73/1771410299950-1715_2_3.jpg",24956,"24.4 KB","2026-02-18T10:24:35.415885+00:00","2026-02-18T10:24:35.415885+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/b969261c-90e1-4dca-92d8-ed366d522ef8/1771923370503-_4_1.jpg",4799319,"4.58 MB","2026-02-24T08:56:48.023913+00:00","2026-02-24T08:56:48.023913+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/c08e0c15-69d1-41aa-a6ca-9455a369d3ec/1771939403088-logo_guide.pdf",379880,"371.0 KB","2026-02-24T13:23:23.949449+00:00","2026-02-24T13:23:23.949449+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/c0adfa0d-3265-4b78-ac3c-d98620040e9e/1772188530036-_.png",1538754,"1.47 MB","2026-02-27T10:35:32.175421+00:00","2026-02-27T10:35:32.175421+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/c7768a43-62c1-407e-a714-3fa16733c6b5/1773654750169-_Ukravit_2026_.docx",180978,"176.7 KB","2026-03-16T09:52:30.716188+00:00","2026-03-16T09:52:30.716188+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/ce38911d-97f3-4cce-bffd-4fcaf0c38169/1771923352167-_4_1.jpg",4799319,"4.58 MB","2026-02-24T08:56:33.61031+00:00","2026-02-24T08:56:33.61031+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/cebb0f2d-ec19-461b-a5ca-b88397e4be69/1771923349160-_4_1.jpg",4799319,"4.58 MB","2026-02-24T08:56:18.029134+00:00","2026-02-24T08:56:18.029134+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/ced0df48-0117-4941-971a-4ab6670360cb/1772184425902-_1_.pdf",2663996,"2.54 MB","2026-02-27T09:27:09.668425+00:00","2026-02-27T09:27:09.668425+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/ced0df48-0117-4941-971a-4ab6670360cb/1772184429796-_2_.pdf",2663564,"2.54 MB","2026-02-27T09:27:11.554223+00:00","2026-02-27T09:27:11.554223+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/cf9dfd02-deac-4512-8c24-7bbf3327be47/1772184739854-_1_.pdf",2663996,"2.54 MB","2026-02-27T09:32:25.290405+00:00","2026-02-27T09:32:25.290405+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/cf9dfd02-deac-4512-8c24-7bbf3327be47/1772184751595-_2_.pdf",2663564,"2.54 MB","2026-02-27T09:32:33.764684+00:00","2026-02-27T09:32:33.764684+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/d16da75a-909c-449c-8016-2679e12194f1/1772184877288-_1_.pdf",2663996,"2.54 MB","2026-02-27T09:34:38.562547+00:00","2026-02-27T09:34:38.562547+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/d22d32dd-0eb5-4bdc-bbd5-196665eda90c/1771263717145-11006_2_1.jpg",70583,"68.9 KB","2026-02-16T17:41:39.458952+00:00","2026-02-16T17:41:39.458952+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/d40c7d1e-887a-4242-ace9-2351803e2dea/1771923371359-_4_1.jpg",4799319,"4.58 MB","2026-02-24T08:56:48.703218+00:00","2026-02-24T08:56:48.703218+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/d5644e24-dc15-4d71-96df-addc4e3e55ad/1772615733131-MILKIWEAN_LOGO_RGB_702_541.eps",680378,"664.4 KB","2026-03-04T09:15:33.501221+00:00","2026-03-04T09:15:33.501221+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/dad77ac8-dd42-4f07-bcaf-722d9a49b1b0/1770236192726-Supabase_Snippet_Sports_Club_Match_Management_Schema_6_.csv",520,"520 B","2026-02-04T20:16:33.089093+00:00","2026-02-04T20:16:33.089093+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/e1a8217f-cb78-47b9-9a04-b8350500a201/1772184875007-_1_.pdf",2663996,"2.54 MB","2026-02-27T09:34:36.678476+00:00","2026-02-27T09:34:36.678476+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/ef58db7f-ca83-4a27-9d6f-419eeb7651d8/1769542718410-_TOSHO.CRM_2025_-_.pdf",78044,"76.2 KB","2026-01-27T19:38:38.836817+00:00","2026-01-27T19:38:38.836817+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/f883cb05-5c30-42f0-89fb-3c3169860edf/1771628588455-________31___17_02_2026.pdf",84874,"82.9 KB","2026-02-20T23:03:09.116033+00:00","2026-02-20T23:03:09.116033+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/fdbaa136-032e-42f5-a098-81a8a0469d5a/1772615731319-MILKIWEAN_LOGO_RGB_702_541.eps",680378,"664.4 KB","2026-03-04T09:15:31.926641+00:00","2026-03-04T09:15:31.926641+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/feb33eee-458b-49bf-819c-49e0f92ef817/1769633088232-fnewbjmrqsi986ogat3k.jpg",30448,"29.7 KB","2026-01-28T20:44:48.626186+00:00","2026-01-28T20:44:48.626186+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-attachments/feb33eee-458b-49bf-819c-49e0f92ef817/1769634975447-ChatGPT_Image_24_._2026_._21_40_35.png",2209423,"2.11 MB","2026-01-28T21:16:16.776887+00:00","2026-01-28T21:16:16.776887+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-items/cb6e17e0-0b8a-42bd-94f1-a20573535c33/1769341818091-Gemini_Generated_Image_tw5v1stw5v1stw5v.png",8430916,"8.04 MB","2026-01-25T11:50:21.88179+00:00","2026-01-25T11:50:21.88179+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-items/f11469a3-93b7-45f1-bd1b-8ac67dff7e57/1769340750492-ChatGPT_Image_24_._2026_._21_40_35.png",2209423,"2.11 MB","2026-01-25T11:32:32.153247+00:00","2026-01-25T11:32:32.153247+00:00"
"teams/389719a7-5022-41da-bc49-11e7a3afbd98/quote-items/f11469a3-93b7-45f1-bd1b-8ac67dff7e57/1769346202355-ChatGPT_Image_24_._2026_._21_40_35.png",2209423,"2.11 MB","2026-01-25T13:03:23.477057+00:00","2026-01-25T13:03:23.477057+00:00"
